Information Technology and Services;10;1822.6582278481012;0.04219409282700422;208105.2198;189709.7112
Information Technology and Services;11;49.14230154871866;0.0023149755770076625;559227.9771;208105.2198
Information Technology and Services;12;145.55775390993028;0.004710759374411155;870238.4527;559227.9771
Information Technology and Services;13;76.75976568820998;0.0032363506909608725;844572.50815;870238.4527
Information Technology and Services;14;71.4773589678725;0.004216207100092757;2055719.555;844572.50815
Information Technology and Services;15;63.05668613224798;0.005898661003952103;2859201.045;2055719.555
Information Technology and Services;16;0;0.009354536950420954;0;2859201.045
Information Technology and Services;18;20.642978003384094;0.08460236886632826;9306749.009;6924324.071
Information Technology and Services;19;0;0.4098360655737705;0;9306749.009
Information Technology and Services;22;0;0.9900990099009901;0;17097199.6
Information Technology and Services;24;0;4.761904761904762;0;28126206.17
Information Technology and Services;27;0;11.11111111111111;0;31723652.52
Information Technology and Services;31;0;100.0;0;45663258.99
Information Technology and Services;41;0;0;0;99682199.61
ITES;11;27.581937838013943;31.726070241741056;207334.5984;172748.5056
ITES;12;312.42617528939286;115.02480510276399;361954.3074;207334.5984
ITES;13;111.37240075614366;36.816635160680526;598209.2382;361954.3074
ITES;14;43.82510693190305;33.057234028107814;907374.2191;598209.2382
ITES;15;75.42989930286599;75.42989930286599;1555777.723;907374.2191
ITES;16;0;0;0;1555777.723
Logistics and Supply Chain;10;98.87238231609092;0.005966231131794046;171666.31635;135716.6
Logistics and Supply Chain;11;39.512430605841175;0.006034274680183442;489721.05105;171666.31635
Logistics and Supply Chain;12;27.5198533903482;0.015271838729383017;999500.3474;489721.05105
Logistics and Supply Chain;13;51.72031076581576;0.05549389567147614;1150945.3435;999500.3474
Logistics and Supply Chain;14;72.63948497854078;0.1072961373390558;2061082.214;1150945.3435
Logistics and Supply Chain;15;75.03692762186115;0.14771048744460857;2928471.391;2061082.214
Logistics and Supply Chain;16;0;0.1968503937007874;0;2928471.391
Logistics and Supply Chain;18;41.73913043478261;0.8695652173913043;7210721.744;5882987.488
Logistics and Supply Chain;19;0;2.0833333333333335;0;7210721.744
Logistics and Supply Chain;22;0;4.3478260869565215;0;9944023.922
Logistics and Supply Chain;24;0;33.333333333333336;0;11188996.75
Logistics and Supply Chain;27;0;33.333333333333336;0;34053763.15
Logistics and Supply Chain;31;0;0;0;39360117.19
Package/Freight Delivery;10;85.92250698408843;0.03643872221547431;261212.04;169542.135
Package/Freight Delivery;11;55.44246536612949;0.04240882103477523;479476.02325;261212.04
Package/Freight Delivery;12;28.68434472208057;0.0764915859255482;807991.1928;479476.02325
Package/Freight Delivery;13;41.68888888888889;0.26666666666666666;1030774.589;807991.1928
Package/Freight Delivery;14;86.35394456289978;0.6396588486140725;1692499.819;1030774.589
Package/Freight Delivery;15;78.0246913580247;0.7407407407407407;2750219.252;1692499.819
Package/Freight Delivery;16;0;0.9493670886075949;0;2750219.252
Package/Freight Delivery;18;86.27450980392157;5.882352941176471;6780225.8225;5039034.217
Package/Freight Delivery;19;0;6.818181818181818;0;6780225.8225
Package/Freight Delivery;22;0;21.428571428571427;0;6422402.3225
Package/Freight Delivery;24;0;0;0;11188996.75
Mining & Metals;10;4120.833333333333;11.11111111111111;407499.336;305506.8459
Mining & Metals;11;249.07313784967982;0.2696326255476913;566535.9996;407499.336
Mining & Metals;12;66.92828146143437;0.10825439783491204;739728.8816;566535.9996
Mining & Metals;13;65.58835422563688;0.16174686615446826;1231701.751;739728.8816
Mining & Metals;14;50.95561035758323;0.2466091245376079;1781082.747;1231701.751
Mining & Metals;15;142.22625529340593;0.4839685420447671;2773414.158;1781082.747
Mining & Metals;16;0;0.340280731603573;0;2773414.158
Mining & Metals;18;68.53146853146853;2.797202797202797;5669907.571;4417847.0545
Mining & Metals;19;0;4.081632653061225;0;5669907.571
Mining & Metals;22;0;15.09433962264151;0;7581773.74
Mining & Metals;24;0;72.72727272727273;0;8711991.528
Mining & Metals;27;0;47.05882352941177;0;8747064.901
Mining & Metals;31;0;0;0;21142190.39
Power & Energy;10;296.5927528393726;0.43266630611141155;221943.7584;146931.408
Power & Energy;11;102.5711159737418;0.14587892049598833;577749.0677;221943.7584
Power & Energy;12;89.65333333333334;0.14222222222222222;917223.648;577749.0677
Power & Energy;13;58.10033710093199;0.15863573269879042;1455855.6445;917223.648
Power & Energy;14;70.34129692832765;0.27303754266211605;1894180.252;1455855.6445
