Information Technology and Services;10;175105.531728;189709.7112;302295.888
Information Technology and Services;11;183079.0814;208105.2198;371789.5953
Information Technology and Services;12;430385.671312;559227.9771;1096610.6119
Information Technology and Services;13;449935.395;870238.4527;1874827.759
Information Technology and Services;14;609157.4307;844572.50815;2458217.274
Information Technology and Services;15;1119369.43624;2055719.555;3817374.0542
Information Technology and Services;16;1862251.53916;2859201.045;5497981.0227
Information Technology and Services;18;6452416.38117;6924324.071;10769890.143
Information Technology and Services;19;8108455.84738;9306749.009;13393404.042
Information Technology and Services;22;14056080.43;17097199.6;25120177.02
Information Technology and Services;24;25641934.326;28126206.17;37164720.33
Information Technology and Services;27;27047449.8732;31723652.52;49555942.304
ITES;11;159535.5264;172748.5056;223584.8832
ITES;12;184267.872;207334.5984;303114.7008
ITES;13;324261.626112;361954.3074;524018.63514
ITES;14;513282.908208;598209.2382;949656.08
ITES;15;816540.328138;907374.2191;1216343.1502
ITES;16;1230674.781;1555777.723;2436469.9776
Logistics and Supply Chain;10;112621.8966;135716.6;250869.4231
Logistics and Supply Chain;11;138035.8342;171666.31635;511353.25313
Logistics and Supply Chain;12;362935.044918;489721.05105;1026607.2169
Logistics and Supply Chain;13;806176.930553;999500.3474;1880925.9735
Logistics and Supply Chain;14;884630.890549;1150945.3435;2315672.5042
Logistics and Supply Chain;15;1588787.97656;2061082.214;4224394.4778
Logistics and Supply Chain;16;2481179.56296;2928471.391;5466394.2473
Logistics and Supply Chain;18;5059963.8918;5882987.488;9987383.1508
Logistics and Supply Chain;19;6589744.63682;7210721.744;12717596.246
Logistics and Supply Chain;22;6510037.96472;9944023.922;21160939.04
Logistics and Supply Chain;24;8296778.67738;11188996.75;12064706.566
Logistics and Supply Chain;27;33429973.1434;34053763.15;34578387.382
Package/Freight Delivery;10;148639.5322;169542.135;308785.24784
Package/Freight Delivery;11;177406.845487;261212.04;585482.13168
Package/Freight Delivery;12;367736.493086;479476.02325;1031305.8153
Package/Freight Delivery;13;647361.223724;807991.1928;1781017.9082
Package/Freight Delivery;14;788268.851296;1030774.589;1603331.664
Package/Freight Delivery;15;1385452.26224;1692499.819;3825335.5802
Package/Freight Delivery;16;2299580.82585;2750219.252;4564542.314
Package/Freight Delivery;18;3726980.459;5039034.217;6760870.301
Package/Freight Delivery;19;5776125.0919;6780225.8225;8483616.8795
Package/Freight Delivery;22;3550497.21818;6422402.3225;10277967.8176
Package/Freight Delivery;24;8296778.67738;11188996.75;12064706.566
Mining & Metals;10;270635.99209;305506.8459;569719.48653
Mining & Metals;11;339182.3523;407499.336;1148479.138
Mining & Metals;12;499332.772368;566535.9996;1334703.6422
Mining & Metals;13;674192.60409;739728.8816;1559366.114
Mining & Metals;14;1030766.60586;1231701.751;2248049.9309
Mining & Metals;15;1588534.94292;1781082.747;2710914.0036
Mining & Metals;16;2438717.0645;2773414.158;4086247.341
Mining & Metals;18;3983328.2231;4417847.0545;6362195.3545
Mining & Metals;19;4784041.43235;5669907.571;8833712.5315
Mining & Metals;22;6622766.33864;7581773.74;13867988.6
Mining & Metals;24;8453945.2643;8711991.528;14026600.89
Mining & Metals;27;8357129.81232;8747064.901;18726215.242
Mining & Metals;31;18343776.0963;21142190.39;24506925.458
Power & Energy;10;139775.544;146931.408;223332.9408
Power & Energy;11;173914.987248;221943.7584;413563.02736
Power & Energy;12;515397.863552;577749.0677;968059.35074
Power & Energy;13;815527.69827;917223.648;1230641.408
Power & Energy;14;1241316.1869;1455855.6445;1928424.0374
Power & Energy;15;1591452.6938;1894180.252;2533428.616
Power & Energy;16;2638151.22256;2922503.569;4247403.592
Power & Energy;18;4527588.97266;4838418.446;8517458.1468
Power & Energy;19;5914165.32089;6506454.1405;10052321.8009
Power & Energy;22;7644216.60017;8854301.372;17546405.011
Power & Energy;24;10778736.8232;11023457.4;19390932.842
Power & Energy;27;7235422.11194;8089974.3685;10236842.07
Heavy Industry;10;140160.456;150384.5352;252399.0456
Heavy Industry;11;202721.4864;261056.6496;539159.38351
Heavy Industry;12;485694.2088;559937.6535;1143103.552
Heavy Industry;13;707720.546734;842456.5331;1378067.2018
Heavy Industry;14;1178817.42316;1334427.595;2213983.456
Heavy Industry;15;1580886.86412;1816584.928;2656390.7332
Heavy Industry;16;2579030.59005;2875041.724;4298394.812
Heavy Industry;17;2380039.10692;3344955.688;4801643.346
Heavy Industry;18;4464137.8915;4820129.6435;6868733.837
Heavy Industry;19;5775995.4752;6495555.902;9599292.2446
Heavy Industry;22;7582953.36344;8404957.139;13350797.639
Heavy Industry;24;10856144.9108;12181163.55;24864516.858
Heavy Industry;27;8261594.9264;8371692.733;18843971.455
Heavy Industry;31;21820058.6832;21839875.79;27256665.37
Education Management;10;275715.171648;277242.7824;305843.61024
Education Management;11;336978.3018;387030.3771;689254.21546
Education Management;12;775270.226112;845334.8838;1394467.5296
Education Management;13;936438.925114;1238221.849;2023072.0
Education Management;14;1102775.99752;1381081.754;2353599.5388
Education Management;15;2492555.2484;2825585.46;3917959.5024
Education Management;16;4474402.57887;5074592.061;6155145.2376
Education Management;18;7565078.10992;8714594.0;13579316.252
Education Management;19;5863288.54718;6048253.672;9714113.7424
Education Management;22;13834267.7132;14960791.08;22353697.966
Automotive;10;231840.065304;319959.8496;1079079.297
Automotive;11;307136.309772;421411.2333;1176889.7722
Automotive;12;562294.375482;698467.198;1395743.6022
Automotive;13;1077744.60854;1242505.4755;2383652.1698
Automotive;14;1702624.016;2048885.325;3374349.0508
Automotive;15;2142291.96109;2527979.453;4227194.4062
Automotive;16;3431536.753;4080251.049;6636498.0614
Automotive;17;3244579.0922;3688625.698;5558365.0818
Automotive;18;6259558.99519;6933895.705;11333711.061
Automotive;19;8593508.88177;9322345.3715;14531809.536
Automotive;20;8629360.14144;9254866.781;18246249.976
Automotive;21;7644159.77006;7880457.795;9568034.3494
Automotive;22;10169525.9115;13710483.94;24379591.753
Automotive;24;13323202.5172;16338758.94;34158723.956
Automotive;26;13373507.2528;15992470.43;19228835.606
Automotive;27;16289040.0684;33519339.8;38581661.944
Manufacturing;10;164813.4864;242709.8204;718841.8384
Manufacturing;11;306481.415868;408410.4672;1107806.9804
Manufacturing;12;554634.2548;688814.22735;1342107.89
Manufacturing;13;920347.57921;1090809.144;2014027.2188
Manufacturing;14;1401196.60001;1725496.696;2782336.729
Manufacturing;15;2113871.41159;2526315.8055;4228529.1497
Manufacturing;16;2564209.61084;3115252.773;5818518.9848
Manufacturing;17;3242246.7743;3626468.567;5194678.9894
Manufacturing;18;5449296.40036;6529022.257;9938594.6202
Manufacturing;19;6550954.51198;7572017.566;12657694.781
Manufacturing;20;8659836.02868;9254866.781;11298686.566
Manufacturing;21;7181668.54566;7532960.6995;9357087.2801
Manufacturing;22;10103910.215;11675683.08;18507958.841
Manufacturing;24;11136280.4831;13605063.54;29998477.529
Manufacturing;27;14665311.9126;20148916.55;37573768.941
Chemicals;10;222732.2448;274164.6528;441970.5957
Chemicals;11;269560.708484;347385.4128;802720.13952
Chemicals;12;579311.362794;697156.17665;1625823.2739
Chemicals;13;1081426.40196;1318383.086;2806660.0642
Chemicals;14;1348190.58801;1842725.283;3995716.9142
Chemicals;15;2017642.80412;2469002.302;5117935.8596
Chemicals;16;3256278.77628;4087983.284;7424204.8851
Chemicals;17;3244579.0922;3688625.698;5558365.0818
Chemicals;18;5589626.99324;6655597.411;14499750.32
Chemicals;19;7939992.53247;8881830.1965;18993271.71
Chemicals;20;8331738.44263;8817344.169;11458271.454
Chemicals;21;7873507.85309;8935193.1415;16024101.0814
Chemicals;22;9978287.18284;11270795.48;20744535.317
Chemicals;24;15335392.1624;16130878.72;31112497.434
Chemicals;27;18326466.6214;21909175.415;29896793.206
Biotechnology;11;582732.801952;708063.8303;1131528.2436
Biotechnology;12;988725.656663;1307089.1695;2452507.497
Biotechnology;13;1711927.4292;2847973.8775;3549936.5281
Biotechnology;14;3514393.15453;4116600.3545;4899433.959
Biotechnology;15;2050903.81172;3223559.92;6139826.8006
Biotechnology;16;3424334.008;5029500.737;9067150.764
Biotechnology;18;7718218.2867;12015768.24;16111122.342
Biotechnology;19;7167088.97079;7892510.862;20483247.354
Biotechnology;22;20526188.3492;21100897.36;24298255.242
Biotechnology;24;31543988.4706;32108245.98;33566700.62
Electrical/Electronic Manufacturing;10;148388.2416;235005.1056;432223.6514
Electrical/Electronic Manufacturing;11;371633.4514;440880.7689;1018929.9358
Electrical/Electronic Manufacturing;12;575277.295466;730097.4484;1217351.4466
Electrical/Electronic Manufacturing;13;939342.3818;1037596.758;1754617.3
Electrical/Electronic Manufacturing;14;1269214.74024;1492265.473;2504552.3302
Electrical/Electronic Manufacturing;15;1906552.65216;2148098.592;3519968.706
Electrical/Electronic Manufacturing;16;2385271.56098;2772213.852;4623518.5706
Electrical/Electronic Manufacturing;17;8963630.44046;11694264.07;12848566.054
Electrical/Electronic Manufacturing;18;4503195.188;4899888.538;8293160.611
Electrical/Electronic Manufacturing;19;4754554.50952;5634420.521;8564466.4094
Electrical/Electronic Manufacturing;20;8122091.46782;8571794.864;9839244.6432
Electrical/Electronic Manufacturing;22;8099406.17128;9010454.322;19481158.342
Electrical/Electronic Manufacturing;24;10706160.3838;11249836.34;22245913.265
Electrical/Electronic Manufacturing;27;17834224.3968;18094683.94;32151661.028
Transportation/Trucking/Railroad;12;468368.421552;574929.0252;1074456.343
Transportation/Trucking/Railroad;13;593859.58014;688643.6627;1055688.501
Transportation/Trucking/Railroad;14;985785.7609;1162095.319;1689276.4792
Transportation/Trucking/Railroad;15;1093520.75558;1277001.153;2195565.9846
Transportation/Trucking/Railroad;16;2220557.07571;2575646.955;4226250.1989
Transportation/Trucking/Railroad;18;4635451.86988;5468878.117;7951964.8712
Transportation/Trucking/Railroad;19;7428944.60238;8211507.283;8723849.7038
Transportation/Trucking/Railroad;22;7171551.48564;7583534.372;12604389.692
Oil & Gas;12;1037707.664;1081132.573;1157848.8144
Oil & Gas;13;1227654.56743;1274734.279;1488961.9213
Oil & Gas;14;1546572.04826;1718027.423;2376731.6671
Oil & Gas;15;3221338.66148;3300541.6;3683040.253
Oil & Gas;16;4414453.098;4931107.388;6709150.0528
Oil & Gas;18;8176560.82357;8531833.574;9545555.0112
Oil & Gas;19;11490198.899;11558105.79;12717985.37
Oil & Gas;22;14350391.1704;14698206.73;16616469.384
Mechanical or Industrial Engineering;10;240748.622496;280008.3168;419204.16
Mechanical or Industrial Engineering;11;282915.00559;317396.1626;533863.4832
Mechanical or Industrial Engineering;12;441659.249568;534456.6183;1058500.9146
Mechanical or Industrial Engineering;13;583405.186454;706341.7308;1319374.1771
Mechanical or Industrial Engineering;14;1076478.04959;1370664.166;2336960.5593
Mechanical or Industrial Engineering;15;1413414.99373;1827854.379;2656124.727
Mechanical or Industrial Engineering;16;2631832.76525;2940127.8405;4530009.8205
Mechanical or Industrial Engineering;18;4398566.58245;5087864.4565;6761462.803
Mechanical or Industrial Engineering;19;6697977.7911;7352213.7655;9448233.8667
Mechanical or Industrial Engineering;22;9134658.92276;11323888.8;13363161.856
Mechanical or Industrial Engineering;24;14565862.725;14803835.0;18661497.53
Business Supplies and Equipment;11;209990.591928;230666.0507;301750.54894
Business Supplies and Equipment;12;304378.62614;340592.627;461440.2185
Business Supplies and Equipment;13;594242.809116;661862.3995;1131177.2864
Business Supplies and Equipment;14;1096269.5813;1232017.586;1969764.1533
Business Supplies and Equipment;15;1441978.43556;1951868.705;2453231.202
Business Supplies and Equipment;16;2877627.11585;3317588.0605;4066943.513
Business Supplies and Equipment;18;4908980.44984;5464496.581;6854956.2716
Business Supplies and Equipment;19;8383278.31921;8501869.5115;9977265.8762
Business Supplies and Equipment;22;12072551.32;12735042.31;13836465.984
Business Supplies and Equipment;24;15611453.4654;15752547.25;19080210.914
Medical Devices;10;278755.526895;303728.2602;340407.40221
Medical Devices;11;223666.193216;245987.19425;395721.41748
Medical Devices;12;355348.377522;448468.5427;812358.33318
Medical Devices;13;606107.820929;677529.4597;1126847.9864
Medical Devices;14;1082765.188;1188763.956;1900534.207
Medical Devices;15;1641125.39968;2004704.859;2911619.3524
Medical Devices;16;2874458.57119;3416570.291;5527970.9079
Medical Devices;18;4839075.56164;5464496.581;7093597.8374
Medical Devices;19;7988013.69446;8583744.295;10505541.702
Medical Devices;22;12072551.32;12583199.945;13717108.567
Medical Devices;24;15611453.4654;15752547.25;19080210.914
Internet;10;196117.160109;277563.922;285727.95115
Internet;11;249164.64889;302704.118;676717.776
Internet;12;337650.8914;448699.735;1069871.3415
Internet;13;903103.530099;1100523.051;1887671.2936
Internet;14;1730852.5204;1926314.5585;2477477.1781
Internet;15;2270745.7605;2640602.641;3497349.493
Internet;16;3789272.14142;4051466.146;5648397.6331
Internet;18;6945788.6694;7480070.903;9990353.632
Internet;19;10411619.4916;11814107.665;14473500.761
Internet;22;16876866.2003;17040794.92;21667115.505
Oil & Energy;10;140092.8048;149413.5072;338278.86144
Oil & Energy;11;182752.578432;252249.1632;614372.59906
Oil & Energy;12;609322.844048;805701.6351;1503341.9609
Oil & Energy;13;1021074.94092;1197033.926;2390118.765
Oil & Energy;14;1703761.24663;2212126.0115;4307240.751
Oil & Energy;15;2339402.32514;2871041.5695;4553470.6136
Oil & Energy;16;3645115.16369;4525435.4785;8176814.328
Oil & Energy;17;13987963.375;14653992.64;16663359.21
Oil & Energy;18;5708111.85454;7201873.0425;14185766.285
Oil & Energy;19;7964332.8818;9336356.202;17862490.07
Oil & Energy;20;17159442.0144;17487587.68;18799751.542
Oil & Energy;21;18155882.866;19455619.26;19738248.54
Oil & Energy;22;13431955.8142;14906021.54;22266594.509
Oil & Energy;24;19084411.7511;21484451.885;35553304.487
Oil & Energy;27;14384837.6678;18094683.94;28030366.754
Glass, Ceramics & Concrete;10;262238.665068;305975.02525;464934.15504
Glass, Ceramics & Concrete;11;416189.889672;498066.7968;678528.20647
Glass, Ceramics & Concrete;12;538012.26432;633558.9505;1096015.5144
Glass, Ceramics & Concrete;13;602976.8952;674214.192;1184566.119
Glass, Ceramics & Concrete;14;945071.66508;1038906.426;1510148.2735
Glass, Ceramics & Concrete;15;1378416.91014;1602887.388;2527220.8778
Glass, Ceramics & Concrete;16;1640819.77742;2104531.649;3304156.3521
Glass, Ceramics & Concrete;18;4600611.65285;5003217.542;6668889.687
Glass, Ceramics & Concrete;19;5001201.50504;5098305.078;6443938.1448
Glass, Ceramics & Concrete;22;10057024.5624;12382552.63;13580547.89
Construction;10;158610.5712;193846.3488;371301.2784
Construction;11;308699.2706;381130.599;635204.7111
Construction;12;498094.02166;602778.6441;1219953.52
Construction;13;758062.172297;1067131.499;1856099.0493
Construction;14;1097226.4142;1370323.911;2587583.2094
Construction;15;1820488.62422;2294182.795;3572616.6562
Construction;16;2741239.66016;3272690.4645;5758336.2778
