Information Technology and Services;Information Technology;26;g2;[[9, 10, 11], [12, 13, 14], [15, 16, 17], [18, 19, 20], [21, 22, 23], [24, 25, 26]];0;0
ITES;Information Technology;9;g2;[[9, 10, 11], [12, 13, 14], [15, 16, 17]];1;1
ITES;Information Technology;10;g2;[[10, 11], [12, 13], [14, 15], [16, 17]];1;1
ITES;Information Technology;11;g1;[[11], [12], [13], [14], [15], [16]];1;1
ITES;Information Technology;12;g1;[[11], [12], [13], [14], [15], [16]];1;1
ITES;Information Technology;13;g1;[[11], [12], [13], [14], [15], [16]];1;1
ITES;Information Technology;14;g1;[[11], [12], [13], [14], [15], [16]];1;1
ITES;Information Technology;15;g1;[[11], [12], [13], [14], [15], [16]];1;1
ITES;Information Technology;16;g1;[[11], [12], [13], [14], [15], [16]];0;0
ITES;Information Technology;17;g2;[[10, 11], [12, 13], [14, 15], [16, 17]];0;0
ITES;Information Technology;18;g2;[[10, 11, 12], [13, 14, 15], [16, 17, 18]];0;0
Logistics and Supply Chain;Administration;8;g2;[[8, 9, 10], [11, 12, 13], [14, 15, 16], [17, 18, 19]];1;1
Logistics and Supply Chain;Administration;9;g2;[[9, 10], [11, 12], [13, 14], [15, 16], [17, 18]];1;1
Logistics and Supply Chain;Administration;10;g1;[[10], [11], [12], [13], [14], [15], [16], [18]];1;1
Logistics and Supply Chain;Administration;11;g1;[[10], [11], [12], [13], [14], [15], [16], [18]];1;1
Logistics and Supply Chain;Administration;12;g1;[[10], [11], [12], [13], [14], [15], [16], [18]];1;1
Logistics and Supply Chain;Administration;13;g1;[[10], [11], [12], [13], [14], [15], [16], [18]];1;1
Logistics and Supply Chain;Administration;14;g1;[[10], [11], [12], [13], [14], [15], [16], [18]];1;1
Logistics and Supply Chain;Administration;15;g1;[[10], [11], [12], [13], [14], [15], [16], [18]];1;1
Logistics and Supply Chain;Administration;16;g1;[[10], [11], [12], [13], [14], [15], [16], [18]];0;1
Logistics and Supply Chain;Administration;17;g2;[[10, 11], [12, 13], [14, 15], [16, 17], [18, 19]];1;1
Logistics and Supply Chain;Administration;18;g1;[[10], [11], [12], [13], [14], [15], [16], [18]];0;0
Logistics and Supply Chain;Administration;19;g2;[[10, 11], [12, 13], [14, 15], [16, 17], [18, 19]];0;0
Logistics and Supply Chain;Administration;20;g2;[[9, 10, 11], [12, 13, 14], [15, 16, 17], [18, 19, 20]];0;0
Package/Freight Delivery;Administration;8;g2;[[8, 9, 10], [11, 12, 13], [14, 15, 16], [17, 18, 19]];1;1
Package/Freight Delivery;Administration;9;g2;[[9, 10], [11, 12], [13, 14], [15, 16], [17, 18]];1;1
Package/Freight Delivery;Administration;10;g1;[[10], [11], [12], [13], [14], [15], [16], [18]];1;1
Package/Freight Delivery;Administration;11;g1;[[10], [11], [12], [13], [14], [15], [16], [18]];1;1
Package/Freight Delivery;Administration;12;g1;[[10], [11], [12], [13], [14], [15], [16], [18]];1;1
Package/Freight Delivery;Administration;13;g1;[[10], [11], [12], [13], [14], [15], [16], [18]];1;1
Package/Freight Delivery;Administration;14;g1;[[10], [11], [12], [13], [14], [15], [16], [18]];1;1
Package/Freight Delivery;Administration;15;g1;[[10], [11], [12], [13], [14], [15], [16], [18]];1;1
Package/Freight Delivery;Administration;16;g1;[[10], [11], [12], [13], [14], [15], [16], [18]];0;1
Package/Freight Delivery;Administration;17;g2;[[10, 11], [12, 13], [14, 15], [16, 17], [18, 19]];1;1
Package/Freight Delivery;Administration;18;g1;[[10], [11], [12], [13], [14], [15], [16], [18]];0;0
Package/Freight Delivery;Administration;19;g2;[[10, 11], [12, 13], [14, 15], [16, 17], [18, 19]];0;0
Package/Freight Delivery;Administration;20;g2;[[9, 10, 11], [12, 13, 14], [15, 16, 17], [18, 19, 20]];0;0
Logistics and Supply Chain;Supply Chain Management;8;g2;[[8, 9, 10], [11, 12, 13], [14, 15, 16], [17, 18, 19], [20, 21, 22]];1;1
Logistics and Supply Chain;Supply Chain Management;9;g2;[[9, 10], [11, 12], [13, 14], [15, 16], [17, 18], [19, 20], [21, 22]];1;1
Logistics and Supply Chain;Supply Chain Management;10;g1;[[10], [11], [12], [13], [14], [15], [16], [18], [19], [22]];1;1
Logistics and Supply Chain;Supply Chain Management;11;g1;[[10], [11], [12], [13], [14], [15], [16], [18], [19], [22]];1;1
Logistics and Supply Chain;Supply Chain Management;12;g1;[[10], [11], [12], [13], [14], [15], [16], [18], [19], [22]];1;1
Logistics and Supply Chain;Supply Chain Management;13;g1;[[10], [11], [12], [13], [14], [15], [16], [18], [19], [22]];1;1
Logistics and Supply Chain;Supply Chain Management;14;g1;[[10], [11], [12], [13], [14], [15], [16], [18], [19], [22]];1;1
Logistics and Supply Chain;Supply Chain Management;15;g1;[[10], [11], [12], [13], [14], [15], [16], [18], [19], [22]];1;1
Logistics and Supply Chain;Supply Chain Management;16;g1;[[10], [11], [12], [13], [14], [15], [16], [18], [19], [22]];0;1
Logistics and Supply Chain;Supply Chain Management;17;g2;[[10, 11], [12, 13], [14, 15], [16, 17], [18, 19], [22, 23]];1;1
Logistics and Supply Chain;Supply Chain Management;18;g1;[[10], [11], [12], [13], [14], [15], [16], [18], [19], [22]];1;1
Logistics and Supply Chain;Supply Chain Management;19;g1;[[10], [11], [12], [13], [14], [15], [16], [18], [19], [22]];0;1
Logistics and Supply Chain;Supply Chain Management;20;g2;[[9, 10], [11, 12], [13, 14], [15, 16], [17, 18], [19, 20], [21, 22]];1;1
Logistics and Supply Chain;Supply Chain Management;21;g2;[[10, 11, 12], [13, 14, 15], [16, 17, 18], [19, 20, 21], [22, 23, 24]];1;1
Logistics and Supply Chain;Supply Chain Management;22;g1;[[10], [11], [12], [13], [14], [15], [16], [18], [19], [22]];0;0
Logistics and Supply Chain;Supply Chain Management;23;g2;[[10, 11], [12, 13], [14, 15], [16, 17], [18, 19], [22, 23]];0;0
Logistics and Supply Chain;Supply Chain Management;24;g2;[[10, 11, 12], [13, 14, 15], [16, 17, 18], [19, 20, 21], [22, 23, 24]];0;0
Package/Freight Delivery;Supply Chain Management;8;g2;[[8, 9, 10], [11, 12, 13], [14, 15, 16], [17, 18, 19], [20, 21, 22]];1;1
Package/Freight Delivery;Supply Chain Management;9;g2;[[9, 10], [11, 12], [13, 14], [15, 16], [17, 18], [19, 20], [21, 22]];1;1
Package/Freight Delivery;Supply Chain Management;10;g1;[[10], [11], [12], [13], [14], [15], [16], [18], [19], [22]];1;1
Package/Freight Delivery;Supply Chain Management;11;g1;[[10], [11], [12], [13], [14], [15], [16], [18], [19], [22]];1;1
Package/Freight Delivery;Supply Chain Management;12;g1;[[10], [11], [12], [13], [14], [15], [16], [18], [19], [22]];1;1
Package/Freight Delivery;Supply Chain Management;13;g1;[[10], [11], [12], [13], [14], [15], [16], [18], [19], [22]];1;1
Package/Freight Delivery;Supply Chain Management;14;g1;[[10], [11], [12], [13], [14], [15], [16], [18], [19], [22]];1;1
Package/Freight Delivery;Supply Chain Management;15;g1;[[10], [11], [12], [13], [14], [15], [16], [18], [19], [22]];1;1
Package/Freight Delivery;Supply Chain Management;16;g1;[[10], [11], [12], [13], [14], [15], [16], [18], [19], [22]];0;1
Package/Freight Delivery;Supply Chain Management;17;g2;[[10, 11], [12, 13], [14, 15], [16, 17], [18, 19], [22, 23]];1;1
Package/Freight Delivery;Supply Chain Management;18;g1;[[10], [11], [12], [13], [14], [15], [16], [18], [19], [22]];1;1
Package/Freight Delivery;Supply Chain Management;19;g1;[[10], [11], [12], [13], [14], [15], [16], [18], [19], [22]];0;1
Package/Freight Delivery;Supply Chain Management;20;g2;[[9, 10], [11, 12], [13, 14], [15, 16], [17, 18], [19, 20], [21, 22]];1;1
Package/Freight Delivery;Supply Chain Management;21;g2;[[10, 11, 12], [13, 14, 15], [16, 17, 18], [19, 20, 21], [22, 23, 24]];1;1
Package/Freight Delivery;Supply Chain Management;22;g1;[[10], [11], [12], [13], [14], [15], [16], [18], [19], [22]];0;0
Package/Freight Delivery;Supply Chain Management;23;g2;[[10, 11], [12, 13], [14, 15], [16, 17], [18, 19], [22, 23]];0;0
Package/Freight Delivery;Supply Chain Management;24;g2;[[10, 11, 12], [13, 14, 15], [16, 17, 18], [19, 20, 21], [22, 23, 24]];0;0
Information Technology and Services;Project Management;9;g2;[[9, 10, 11], [12, 13, 14], [15, 16, 17], [18, 19, 20]];1;1
Information Technology and Services;Project Management;10;g2;[[10, 11], [12, 13], [14, 15], [16, 17], [18, 19]];1;1
Information Technology and Services;Project Management;11;g1;[[11], [12], [13], [14], [15], [16], [18], [19]];1;1
Information Technology and Services;Project Management;12;g1;[[11], [12], [13], [14], [15], [16], [18], [19]];1;1
Information Technology and Services;Project Management;13;g1;[[11], [12], [13], [14], [15], [16], [18], [19]];1;1
Information Technology and Services;Project Management;14;g1;[[11], [12], [13], [14], [15], [16], [18], [19]];1;1
Information Technology and Services;Project Management;15;g1;[[11], [12], [13], [14], [15], [16], [18], [19]];1;1
Information Technology and Services;Project Management;16;g1;[[11], [12], [13], [14], [15], [16], [18], [19]];0;1
Information Technology and Services;Project Management;17;g2;[[10, 11], [12, 13], [14, 15], [16, 17], [18, 19]];1;1
Information Technology and Services;Project Management;18;g1;[[11], [12], [13], [14], [15], [16], [18], [19]];1;1
Information Technology and Services;Project Management;19;g1;[[11], [12], [13], [14], [15], [16], [18], [19]];0;0
Information Technology and Services;Project Management;20;g2;[[11, 12], [13, 14], [15, 16], [17, 18], [19, 20]];0;0
Information Technology and Services;Project Management;21;g2;[[10, 11, 12], [13, 14, 15], [16, 17, 18], [19, 20, 21]];0;0
ITES;Project Management;9;g2;[[9, 10, 11], [12, 13, 14], [15, 16, 17]];1;1
ITES;Project Management;10;g2;[[10, 11], [12, 13], [14, 15], [16, 17]];1;1
ITES;Project Management;11;g1;[[11], [12], [13], [14], [15], [16]];1;1
ITES;Project Management;12;g1;[[11], [12], [13], [14], [15], [16]];1;1
ITES;Project Management;13;g1;[[11], [12], [13], [14], [15], [16]];1;1
ITES;Project Management;14;g1;[[11], [12], [13], [14], [15], [16]];1;1
ITES;Project Management;15;g1;[[11], [12], [13], [14], [15], [16]];1;1
ITES;Project Management;16;g1;[[11], [12], [13], [14], [15], [16]];0;0
ITES;Project Management;17;g2;[[10, 11], [12, 13], [14, 15], [16, 17]];0;0
ITES;Project Management;18;g2;[[10, 11, 12], [13, 14, 15], [16, 17, 18]];0;0
Mining & Metals;Health, Safety and Environment;9;g2;[[9, 10, 11], [12, 13, 14], [15, 16, 17], [18, 19, 20], [27, 28, 29]];1;1
Mining & Metals;Health, Safety and Environment;10;g2;[[10, 11], [12, 13], [14, 15], [16, 17], [18, 19], [26, 27]];1;1
Mining & Metals;Health, Safety and Environment;11;g1;[[11], [12], [13], [14], [15], [16], [18], [19], [27]];1;1
Mining & Metals;Health, Safety and Environment;12;g1;[[11], [12], [13], [14], [15], [16], [18], [19], [27]];1;1
Mining & Metals;Health, Safety and Environment;13;g1;[[11], [12], [13], [14], [15], [16], [18], [19], [27]];1;1
Mining & Metals;Health, Safety and Environment;14;g1;[[11], [12], [13], [14], [15], [16], [18], [19], [27]];1;1
Mining & Metals;Health, Safety and Environment;15;g1;[[11], [12], [13], [14], [15], [16], [18], [19], [27]];1;1
Mining & Metals;Health, Safety and Environment;16;g1;[[11], [12], [13], [14], [15], [16], [18], [19], [27]];0;1
Mining & Metals;Health, Safety and Environment;17;g2;[[10, 11], [12, 13], [14, 15], [16, 17], [18, 19], [26, 27]];1;1
Mining & Metals;Health, Safety and Environment;18;g1;[[11], [12], [13], [14], [15], [16], [18], [19], [27]];1;1
Mining & Metals;Health, Safety and Environment;19;g1;[[11], [12], [13], [14], [15], [16], [18], [19], [27]];0;1
Mining & Metals;Health, Safety and Environment;20;g2;[[11, 12], [13, 14], [15, 16], [17, 18], [19, 20], [27, 28]];0;1
Mining & Metals;Health, Safety and Environment;21;g2;[[10, 11, 12], [13, 14, 15], [16, 17, 18], [19, 20, 21], [25, 26, 27]];0;1
Mining & Metals;Health, Safety and Environment;25;g2;[[10, 11, 12], [13, 14, 15], [16, 17, 18], [19, 20, 21], [25, 26, 27]];0;0
Mining & Metals;Health, Safety and Environment;26;g2;[[11, 12, 13], [14, 15, 16], [17, 18, 19], [26, 27, 28]];0;0
Mining & Metals;Health, Safety and Environment;27;g1;[[11], [12], [13], [14], [15], [16], [18], [19], [27]];0;0
Mining & Metals;Health, Safety and Environment;28;g2;[[11, 12], [13, 14], [15, 16], [17, 18], [19, 20], [27, 28]];0;0
Mining & Metals;Health, Safety and Environment;29;g2;[[9, 10, 11], [12, 13, 14], [15, 16, 17], [18, 19, 20], [27, 28, 29]];0;0
Power & Energy;Health, Safety and Environment;9;g2;[[9, 10, 11], [12, 13, 14], [15, 16, 17], [18, 19, 20], [21, 22, 23], [24, 25, 26], [27, 28, 29]];1;1
Power & Energy;Health, Safety and Environment;10;g2;[[10, 11], [12, 13], [14, 15], [16, 17], [18, 19], [22, 23], [24, 25], [26, 27]];1;1
Power & Energy;Health, Safety and Environment;11;g1;[[11], [12], [13], [14], [15], [16], [18], [19], [22], [24], [27]];1;1
Power & Energy;Health, Safety and Environment;12;g1;[[11], [12], [13], [14], [15], [16], [18], [19], [22], [24], [27]];1;1
Power & Energy;Health, Safety and Environment;13;g1;[[11], [12], [13], [14], [15], [16], [18], [19], [22], [24], [27]];1;1
Power & Energy;Health, Safety and Environment;14;g1;[[11], [12], [13], [14], [15], [16], [18], [19], [22], [24], [27]];1;1
Power & Energy;Health, Safety and Environment;15;g1;[[11], [12], [13], [14], [15], [16], [18], [19], [22], [24], [27]];1;1
Power & Energy;Health, Safety and Environment;16;g1;[[11], [12], [13], [14], [15], [16], [18], [19], [22], [24], [27]];0;1
Power & Energy;Health, Safety and Environment;17;g2;[[10, 11], [12, 13], [14, 15], [16, 17], [18, 19], [22, 23], [24, 25], [26, 27]];1;1
Power & Energy;Health, Safety and Environment;18;g1;[[11], [12], [13], [14], [15], [16], [18], [19], [22], [24], [27]];1;1
Power & Energy;Health, Safety and Environment;19;g1;[[11], [12], [13], [14], [15], [16], [18], [19], [22], [24], [27]];0;1
Power & Energy;Health, Safety and Environment;20;g2;[[11, 12], [13, 14], [15, 16], [17, 18], [19, 20], [21, 22], [23, 24], [27, 28]];1;1
Power & Energy;Health, Safety and Environment;21;g2;[[11, 12], [13, 14], [15, 16], [17, 18], [19, 20], [21, 22], [23, 24], [27, 28]];1;1
Power & Energy;Health, Safety and Environment;22;g1;[[11], [12], [13], [14], [15], [16], [18], [19], [22], [24], [27]];0;1
Power & Energy;Health, Safety and Environment;23;g2;[[10, 11], [12, 13], [14, 15], [16, 17], [18, 19], [22, 23], [24, 25], [26, 27]];1;1
Power & Energy;Health, Safety and Environment;24;g1;[[11], [12], [13], [14], [15], [16], [18], [19], [22], [24], [27]];0;1
Power & Energy;Health, Safety and Environment;25;g2;[[10, 11], [12, 13], [14, 15], [16, 17], [18, 19], [22, 23], [24, 25], [26, 27]];1;1
Power & Energy;Health, Safety and Environment;26;g2;[[9, 10, 11], [12, 13, 14], [15, 16, 17], [18, 19, 20], [21, 22, 23], [24, 25, 26], [27, 28, 29]];1;1
Power & Energy;Health, Safety and Environment;27;g1;[[11], [12], [13], [14], [15], [16], [18], [19], [22], [24], [27]];0;0
Power & Energy;Health, Safety and Environment;28;g2;[[11, 12], [13, 14], [15, 16], [17, 18], [19, 20], [21, 22], [23, 24], [27, 28]];0;0
Power & Energy;Health, Safety and Environment;29;g2;[[9, 10, 11], [12, 13, 14], [15, 16, 17], [18, 19, 20], [21, 22, 23], [24, 25, 26], [27, 28, 29]];0;0
Heavy Industry;Health, Safety and Environment;9;g2;[[9, 10, 11], [12, 13, 14], [15, 16, 17], [18, 19, 20], [21, 22, 23], [24, 25, 26], [27, 28, 29]];1;1
Heavy Industry;Health, Safety and Environment;10;g2;[[10, 11], [12, 13], [14, 15], [16, 17], [18, 19], [22, 23], [24, 25], [26, 27]];1;1
Heavy Industry;Health, Safety and Environment;11;g1;[[11], [12], [13], [14], [15], [16], [18], [19], [22], [24], [27]];1;1
Heavy Industry;Health, Safety and Environment;12;g1;[[11], [12], [13], [14], [15], [16], [18], [19], [22], [24], [27]];1;1
Heavy Industry;Health, Safety and Environment;13;g1;[[11], [12], [13], [14], [15], [16], [18], [19], [22], [24], [27]];1;1
Heavy Industry;Health, Safety and Environment;14;g1;[[11], [12], [13], [14], [15], [16], [18], [19], [22], [24], [27]];1;1
Heavy Industry;Health, Safety and Environment;15;g1;[[11], [12], [13], [14], [15], [16], [18], [19], [22], [24], [27]];1;1
Heavy Industry;Health, Safety and Environment;16;g1;[[11], [12], [13], [14], [15], [16], [18], [19], [22], [24], [27]];0;1
Heavy Industry;Health, Safety and Environment;17;g2;[[10, 11], [12, 13], [14, 15], [16, 17], [18, 19], [22, 23], [24, 25], [26, 27]];1;1
Heavy Industry;Health, Safety and Environment;18;g1;[[11], [12], [13], [14], [15], [16], [18], [19], [22], [24], [27]];1;1
Heavy Industry;Health, Safety and Environment;19;g1;[[11], [12], [13], [14], [15], [16], [18], [19], [22], [24], [27]];0;1
Heavy Industry;Health, Safety and Environment;20;g2;[[11, 12], [13, 14], [15, 16], [17, 18], [19, 20], [21, 22], [23, 24], [27, 28]];1;1
Heavy Industry;Health, Safety and Environment;21;g2;[[11, 12], [13, 14], [15, 16], [17, 18], [19, 20], [21, 22], [23, 24], [27, 28]];1;1
Heavy Industry;Health, Safety and Environment;22;g1;[[11], [12], [13], [14], [15], [16], [18], [19], [22], [24], [27]];0;1
Heavy Industry;Health, Safety and Environment;23;g2;[[10, 11], [12, 13], [14, 15], [16, 17], [18, 19], [22, 23], [24, 25], [26, 27]];1;1
Heavy Industry;Health, Safety and Environment;24;g1;[[11], [12], [13], [14], [15], [16], [18], [19], [22], [24], [27]];0;1
Heavy Industry;Health, Safety and Environment;25;g2;[[10, 11], [12, 13], [14, 15], [16, 17], [18, 19], [22, 23], [24, 25], [26, 27]];1;1
Heavy Industry;Health, Safety and Environment;26;g2;[[9, 10, 11], [12, 13, 14], [15, 16, 17], [18, 19, 20], [21, 22, 23], [24, 25, 26], [27, 28, 29]];1;1
Heavy Industry;Health, Safety and Environment;27;g1;[[11], [12], [13], [14], [15], [16], [18], [19], [22], [24], [27]];0;0
Heavy Industry;Health, Safety and Environment;28;g2;[[11, 12], [13, 14], [15, 16], [17, 18], [19, 20], [21, 22], [23, 24], [27, 28]];0;0
Heavy Industry;Health, Safety and Environment;29;g2;[[9, 10, 11], [12, 13, 14], [15, 16, 17], [18, 19, 20], [21, 22, 23], [24, 25, 26], [27, 28, 29]];0;0
Information Technology and Services;Software Development;9;g2;[[9, 10, 11], [12, 13, 14], [15, 16, 17], [18, 19, 20], [21, 22, 23], [24, 25, 26], [27, 28, 29]];1;1
Information Technology and Services;Software Development;10;g2;[[10, 11], [12, 13], [14, 15], [16, 17], [18, 19], [22, 23], [24, 25], [26, 27]];1;1
Information Technology and Services;Software Development;11;g1;[[11], [12], [13], [14], [15], [16], [18], [19], [22], [24], [27]];1;1
Information Technology and Services;Software Development;12;g1;[[11], [12], [13], [14], [15], [16], [18], [19], [22], [24], [27]];1;1
Information Technology and Services;Software Development;13;g1;[[11], [12], [13], [14], [15], [16], [18], [19], [22], [24], [27]];1;1
Information Technology and Services;Software Development;14;g1;[[11], [12], [13], [14], [15], [16], [18], [19], [22], [24], [27]];1;1
Information Technology and Services;Software Development;15;g1;[[11], [12], [13], [14], [15], [16], [18], [19], [22], [24], [27]];1;1
Information Technology and Services;Software Development;16;g1;[[11], [12], [13], [14], [15], [16], [18], [19], [22], [24], [27]];0;1
Information Technology and Services;Software Development;17;g2;[[10, 11], [12, 13], [14, 15], [16, 17], [18, 19], [22, 23], [24, 25], [26, 27]];1;1
Information Technology and Services;Software Development;18;g1;[[11], [12], [13], [14], [15], [16], [18], [19], [22], [24], [27]];1;1
Information Technology and Services;Software Development;19;g1;[[11], [12], [13], [14], [15], [16], [18], [19], [22], [24], [27]];0;1
Information Technology and Services;Software Development;20;g2;[[11, 12], [13, 14], [15, 16], [17, 18], [19, 20], [21, 22], [23, 24], [27, 28]];1;1
Information Technology and Services;Software Development;21;g2;[[11, 12], [13, 14], [15, 16], [17, 18], [19, 20], [21, 22], [23, 24], [27, 28]];1;1
Information Technology and Services;Software Development;22;g1;[[11], [12], [13], [14], [15], [16], [18], [19], [22], [24], [27]];0;1
Information Technology and Services;Software Development;23;g2;[[10, 11], [12, 13], [14, 15], [16, 17], [18, 19], [22, 23], [24, 25], [26, 27]];1;1
Information Technology and Services;Software Development;24;g1;[[11], [12], [13], [14], [15], [16], [18], [19], [22], [24], [27]];0;1
Information Technology and Services;Software Development;25;g2;[[10, 11], [12, 13], [14, 15], [16, 17], [18, 19], [22, 23], [24, 25], [26, 27]];1;1
Information Technology and Services;Software Development;26;g2;[[9, 10, 11], [12, 13, 14], [15, 16, 17], [18, 19, 20], [21, 22, 23], [24, 25, 26], [27, 28, 29]];1;1
Information Technology and Services;Software Development;27;g1;[[11], [12], [13], [14], [15], [16], [18], [19], [22], [24], [27]];0;0
Information Technology and Services;Software Development;28;g2;[[11, 12], [13, 14], [15, 16], [17, 18], [19, 20], [21, 22], [23, 24], [27, 28]];0;0
Information Technology and Services;Software Development;29;g2;[[9, 10, 11], [12, 13, 14], [15, 16, 17], [18, 19, 20], [21, 22, 23], [24, 25, 26], [27, 28, 29]];0;0
ITES;Software Development;9;g2;[[9, 10, 11], [12, 13, 14], [15, 16, 17]];1;1
ITES;Software Development;10;g2;[[10, 11], [12, 13], [14, 15], [16, 17]];1;1
ITES;Software Development;11;g1;[[11], [12], [13], [14], [15], [16]];1;1
ITES;Software Development;12;g1;[[11], [12], [13], [14], [15], [16]];1;1
ITES;Software Development;13;g1;[[11], [12], [13], [14], [15], [16]];1;1
ITES;Software Development;14;g1;[[11], [12], [13], [14], [15], [16]];1;1
ITES;Software Development;15;g1;[[11], [12], [13], [14], [15], [16]];1;1
ITES;Software Development;16;g1;[[11], [12], [13], [14], [15], [16]];0;0
ITES;Software Development;17;g2;[[10, 11], [12, 13], [14, 15], [16, 17]];0;0
ITES;Software Development;18;g2;[[10, 11, 12], [13, 14, 15], [16, 17, 18]];0;0
Education Management;Education;8;g2;[[8, 9, 10], [11, 12, 13], [14, 15, 16], [17, 18, 19], [20, 21, 22], [23, 24, 25]];1;1
Education Management;Education;9;g2;[[9, 10], [11, 12], [13, 14], [15, 16], [17, 18], [21, 22], [23, 24]];1;1
Education Management;Education;10;g1;[[10], [11], [12], [13], [14], [15], [16], [18], [22], [24]];1;1
Education Management;Education;11;g1;[[10], [11], [12], [13], [14], [15], [16], [18], [22], [24]];1;1
Education Management;Education;12;g1;[[10], [11], [12], [13], [14], [15], [16], [18], [22], [24]];1;1
Education Management;Education;13;g1;[[10], [11], [12], [13], [14], [15], [16], [18], [22], [24]];1;1
Education Management;Education;14;g1;[[10], [11], [12], [13], [14], [15], [16], [18], [22], [24]];1;1
Education Management;Education;15;g1;[[10], [11], [12], [13], [14], [15], [16], [18], [22], [24]];1;1
Education Management;Education;16;g1;[[10], [11], [12], [13], [14], [15], [16], [18], [22], [24]];0;1
Education Management;Education;17;g2;[[10, 11], [12, 13], [14, 15], [16, 17], [18, 19], [22, 23], [24, 25]];1;1
Education Management;Education;18;g1;[[10], [11], [12], [13], [14], [15], [16], [18], [22], [24]];0;1
Education Management;Education;19;g2;[[10, 11], [12, 13], [14, 15], [16, 17], [18, 19], [22, 23], [24, 25]];0;1
Education Management;Education;20;g2;[[9, 10, 11], [12, 13, 14], [15, 16, 17], [18, 19, 20], [21, 22, 23], [24, 25, 26]];1;1
Education Management;Education;21;g2;[[9, 10], [11, 12], [13, 14], [15, 16], [17, 18], [21, 22], [23, 24]];1;1
Education Management;Education;22;g1;[[10], [11], [12], [13], [14], [15], [16], [18], [22], [24]];0;1
Education Management;Education;23;g2;[[10, 11], [12, 13], [14, 15], [16, 17], [18, 19], [22, 23], [24, 25]];1;1
Education Management;Education;24;g1;[[10], [11], [12], [13], [14], [15], [16], [18], [22], [24]];0;0
Education Management;Education;25;g2;[[10, 11], [12, 13], [14, 15], [16, 17], [18, 19], [22, 23], [24, 25]];0;0
Education Management;Education;26;g2;[[9, 10, 11], [12, 13, 14], [15, 16, 17], [18, 19, 20], [21, 22, 23], [24, 25, 26]];0;0
Mining & Metals;Project Management;8;g2;[[8, 9, 10], [11, 12, 13], [14, 15, 16], [17, 18, 19], [20, 21, 22], [23, 24, 25]];1;1
Mining & Metals;Project Management;9;g2;[[9, 10], [11, 12], [13, 14], [15, 16], [17, 18], [19, 20], [21, 22], [23, 24]];1;1
Mining & Metals;Project Management;10;g1;[[10], [11], [12], [13], [14], [15], [16], [18], [19], [22], [24]];1;1
Mining & Metals;Project Management;11;g1;[[10], [11], [12], [13], [14], [15], [16], [18], [19], [22], [24]];1;1
Mining & Metals;Project Management;12;g1;[[10], [11], [12], [13], [14], [15], [16], [18], [19], [22], [24]];1;1
Mining & Metals;Project Management;13;g1;[[10], [11], [12], [13], [14], [15], [16], [18], [19], [22], [24]];1;1
Mining & Metals;Project Management;14;g1;[[10], [11], [12], [13], [14], [15], [16], [18], [19], [22], [24]];1;1
Mining & Metals;Project Management;15;g1;[[10], [11], [12], [13], [14], [15], [16], [18], [19], [22], [24]];1;1
Mining & Metals;Project Management;16;g1;[[10], [11], [12], [13], [14], [15], [16], [18], [19], [22], [24]];0;1
